id,address,city,region,postcode,lon,lng,descript_1,length
1053,"66-68 Market Place, Thirsk, YO7 1LW, Yorkshire and the Humber",Thirsk,Yorkshire and the Humber,YO7 1LW,-1.34154,54.23283,A Road,98.78
1062,"295 Chichester Road, Bognor Regis, PO21 5AL, South East",Bognor Regis,South East,PO21 5AL,-0.6907,50.79722,A Road,61
1070,"58 St. Thomas Street, London, SE1 3QX, Greater London",London,Greater London,SE1 3QX,-0.08406,51.50307,A Road,76.48
1076,"57-58 Upper Street, London, N1 0QH, Greater London",London,Greater London,N1 0QH,-0.1042,51.53558,A Road,12.08
1086,"9 Market Place, Thirsk, YO7 1HQ, Yorkshire and the Humber",Thirsk,Yorkshire and the Humber,YO7 1HQ,-1.34357,54.23224,A Road,49.83
1090,"28-29 The Quadrant, Richmond Upon Thames, TW9 1DN, Greater London",Richmond Upon Thames,Greater London,TW9 1DN,-0.30246,51.46262,A Road,41.64
1091,"2 Goldhawk Road, London, W12 8QD, Greater London",London,Greater London,W12 8QD,-0.22393,51.50322,A Road,73.96
1092,"59 Upper Street, London, N1 0NY, Greater London",London,Greater London,N1 0NY,-0.10421,51.5356,A Road,12.08
1102,"188-196 Regent Street, London, W1B 5BT, Greater London",London,Greater London,W1B 5BT,-0.14014,51.51284,A Road,137.88
1104,"146-152 Kensington High Street, London, W8 7RL, Greater London",London,Greater London,W8 7RL,-0.19412,51.50077,A Road,64.13
1125,"The Blue Fin Building, 110 Southwark Street, London, SE1 0TF, Greater London",London,Greater London,SE1 0TF,-0.09616,51.50508,A Road,19.88
1129,"37-41 Gracechurch Street, London, EC3V 0AX, Greater London",London,Greater London,EC3V 0AX,-0.08585,51.51117,A Road,34.11
1130,"Unit 1, Heron Tower, 110 Bishopsgate, London, EC2N 4AU, Greater London",London,Greater London,EC2N 4AU,-0.08184,51.51569,A Road,91.04
1154,"168-172 Sussex Gardens, London, W2 1TP, Greater London",London,Greater London,W2 1TP,-0.17381,51.51473,A Road,38.21
1156,"54-56 High Street, Dorking, RH4 1AY, South East",Dorking,South East,RH4 1AY,-0.33215,51.23177,A Road,152.46
1160,"238 High Street, Dorking, RH4 1QR, South East",Dorking,South East,RH4 1QR,-0.3288,51.23335,A Road,164.3
1161,"171 High Street, Dorking, RH4 1AD, South East",Dorking,South East,RH4 1AD,-0.33149,51.23217,A Road,152.46
1164,"64-65 West Street, Dorking, RH4 1BS, South East",Dorking,South East,RH4 1BS,-0.33343,51.23167,A Road,131.09
1165,"40 West Street, Dorking, RH4 1BU, South East",Dorking,South East,RH4 1BU,-0.33634,51.23177,A Road,81.24
586,"258-260 High Street, Orpington, BR6 0NB, Greater London",Orpington,Greater London,BR6 0NB,0.09921,51.37566,Alley,48.91
789,"2-3 London Road, London, SE1 6JZ, Greater London",London,Greater London,SE1 6JZ,-0.10455,51.49834,Alley,27.13
40,"Unit 4, St. Stephens Parade, Green Street, London, E7 8LQ, Greater London",London,Greater London,E7 8LQ,0.03406,51.53792,B Road,47.64
44,"50 High Street, Market Harborough, LE16 7AF, East Midlands",Market Harborough,East Midlands,LE16 7AF,-0.92338,52.48027,B Road,123.9
156,"Unit 2, 112-114 North End Road, London, W14 9PP, Greater London",London,Greater London,W14 9PP,-0.20566,51.48881,B Road,94.98
160,"60 Queensway, London, W2 3RL, Greater London",London,Greater London,W2 3RL,-0.18743,51.51227,B Road,123.48
280,"28 High Street, Newcastle Upon Tyne, NE3 1NQ, North East",Newcastle Upon Tyne,North East,NE3 1NQ,-1.61906,55.00047,B Road,5.83
319,"91 Marylebone High Street, London, W1U 4RB, Greater London",London,Greater London,W1U 4RB,-0.15198,51.52002,B Road,13.09
330,"1 The Green, London, W5 5DA, Greater London",London,Greater London,W5 5DA,-0.30507,51.51132,B Road,172.65
331,"23 The Green, London, W5 5DA, Greater London",London,Greater London,W5 5DA,-0.30545,51.51063,B Road,72.97
339,"25 Raeburn Place, Edinburgh, EH4 1HU, Scotland",Edinburgh,Scotland,EH4 1HU,-3.21111,55.95895,B Road,175.99
340,"64 Raeburn Place, Edinburgh, EH4 1HJ, Scotland",Edinburgh,Scotland,EH4 1HJ,-3.21258,55.95919,B Road,27.29
349,"57 Warwick Street, Leamington Spa, CV32 5JR, West Midlands",Leamington Spa,West Midlands,CV32 5JR,-1.53636,52.29203,B Road,73.35
352,"31 Yorkshire Street, Oldham, OL1 3RZ, North West",Oldham,North West,OL1 3RZ,-2.11031,53.54221,B Road,31.57
364,"13 Rosemount Viaduct, Aberdeen, AB25 1NE, Scotland",Aberdeen,Scotland,AB25 1NE,-2.10696,57.14766,B Road,41.83
384,"86-87 Western Road, Hove, BN3 1JB, South East",Hove,South East,BN3 1JB,-0.16083,50.82609,B Road,60.57
385,"136 Western Road, Brighton, BN1 2LA, South East",Brighton,South East,BN1 2LA,-0.15158,50.82481,B Road,55.91
386,"30-31 Western Road, Brighton, BN1 2EB, South East",Brighton,South East,BN1 2EB,-0.14657,50.82382,B Road,177.9
389,"67-70 North Street, Brighton, BN1 1RH, South East",Brighton,South East,BN1 1RH,-0.14345,50.82342,B Road,64.55
393,"146a North Street, Brighton, BN1 1RE, South East",Brighton,South East,BN1 1RE,-0.14123,50.82326,B Road,58.22
426,"27 High Street, Market Harborough, LE16 7NL, East Midlands",Market Harborough,East Midlands,LE16 7NL,-0.92289,52.47957,B Road,17.18
427,"48 High Street, Market Harborough, LE16 7AF, East Midlands",Market Harborough,East Midlands,LE16 7AF,-0.92291,52.47991,B Road,123.9
430,"10-12 James Street, London, W1U 1EE, Greater London",London,Greater London,W1U 1EE,-0.15028,51.51461,B Road,87.99
433,"20-22 Turnham Green Terrace, London, W4 1QP, Greater London",London,Greater London,W4 1QP,-0.25522,51.49338,B Road,310.64
458,"120-122 New Bond Street, London, W1S 1DT, Greater London",London,Greater London,W1S 1DT,-0.14499,51.51269,B Road,126.38
488,"Unit 17-18, Liverpool Central, Ranelagh Street, Liverpool, L1 1JW, North West",Liverpool,North West,L1 1JW,-2.98081,53.40475,B Road,60.5
521,"8-9 North Street, Brighton, BN1 1EB, South East",Brighton,South East,BN1 1EB,-0.13918,50.82208,B Road,72.55
524,"Unit 2, 32-36 North Street, Brighton, BN1 1EB, South East",Brighton,South East,BN1 1EB,-0.14109,50.82297,B Road,58.22
569,"27 Parade, Leamington Spa, CV32 4DE, West Midlands",Leamington Spa,West Midlands,CV32 4DE,-1.5357,52.29231,B Road,185.98
575,"Unit 2, The Brunswick, Marchmont Street, London, WC1N 1AE, Greater London",London,Greater London,WC1N 1AE,-0.12346,51.52354,B Road,122.56
635,"33 Parade, Leamington Spa, CV32 4BL, West Midlands",Leamington Spa,West Midlands,CV32 4BL,-1.53562,52.29188,B Road,49.25
685,"240 Great Portland Street, London, W1W 5QU, Greater London",London,Greater London,W1W 5QU,-0.14401,51.52313,B Road,14.31
714,"56 Victoria Street, London, SW1E 6QW, Greater London",London,Greater London,SW1E 6QW,-0.13584,51.49754,B Road,11.94
735,"1 The Cut, London, SE1 8JZ, Greater London",London,Greater London,SE1 8JZ,-0.10499,51.50356,B Road,33.83
736,"83-101 The Cut, London, SE1 8LL, Greater London",London,Greater London,SE1 8LL,-0.10692,51.50321,B Road,36.2
748,"82-84 St. Martin's Lane, London, WC2N 4AG, Greater London",London,Greater London,WC2N 4AG,-0.12727,51.51149,B Road,85.55
753,"127 Finsbury Pavement, London, EC2A 1NS, Greater London",London,Greater London,EC2A 1NS,-0.08756,51.5203,B Road,24.98
762,"136 Long Acre, London, WC2E 9AD, Greater London",London,Greater London,WC2E 9AD,-0.12662,51.51206,B Road,101.38
790,"75 North Street, Brighton, BN1 1ZA, South East",Brighton,South East,BN1 1ZA,-0.14378,50.82356,B Road,54.32
805,"46-48 James Street, London, W1U 1HA, Greater London",London,Greater London,W1U 1HA,-0.15076,51.51566,B Road,25.11
811,"7 Newhalls Road, South Queensferry, EH30 9TA, Scotland",South Queensferry,Scotland,EH30 9TA,-3.38509,55.99038,B Road,321.91
812,"53 High Street, South Queensferry, EH30 9HP, Scotland",South Queensferry,Scotland,EH30 9HP,-3.3934,55.98972,B Road,95.97
826,"24 High Street, South Queensferry, EH30 9PP, Scotland",South Queensferry,Scotland,EH30 9PP,-3.39596,55.99009,B Road,195.31
849,"John Dobson Street, Newcastle Upon Tyne, NE1 8JF, North East",Newcastle Upon Tyne,North East,NE1 8JF,-1.6112,54.97681,B Road,72.87
866,"2a Dyke Road, Brighton, BN1 3FE, South East",Brighton,South East,BN1 3FE,-0.14442,50.82401,B Road,74.69
925,"66 Mid Stocket Road, Aberdeen, AB15 5JB, Scotland",Aberdeen,Scotland,AB15 5JB,-2.12796,57.14973,B Road,46.02
930,"120 Rosemount Viaduct, Aberdeen, AB25 1NX, Scotland",Aberdeen,Scotland,AB25 1NX,-2.1104,57.14904,B Road,70.3
972,"6 Parade, Leamington Spa, CV32 4DW, West Midlands",Leamington Spa,West Midlands,CV32 4DW,-1.53614,52.29342,B Road,185.98
1004,"70-72 Queensway, London, W2 3RL, Greater London",London,Greater London,W2 3RL,-0.18747,51.51253,B Road,68.51
1011,"5 Bernard Street, London, WC1N 1LJ, Greater London",London,Greater London,WC1N 1LJ,-0.12465,51.5231,B Road,62.46
1025,"12 Craven Road, London, W2 3PX, Greater London",London,Greater London,W2 3PX,-0.17718,51.51485,B Road,66.36
1043,"198-202 High Street, Northallerton, DL7 8LP, Yorkshire and the Humber",Northallerton,Yorkshire and the Humber,DL7 8LP,-1.43412,54.33966,B Road,132
1046,"176 Arnold Road, Nottingham, NG5 1NJ, East Midlands",Nottingham,East Midlands,NG5 1NJ,-1.17233,52.99004,B Road,39.92
1051,"1 Kirkgate, Thirsk, YO7 1PQ, Yorkshire and the Humber",Thirsk,Yorkshire and the Humber,YO7 1PQ,-1.34391,54.23277,B Road,74.56
1068,"6-8 Abbey Road, Smethwick, B67 5RD, West Midlands",Smethwick,West Midlands,B67 5RD,-1.9749,52.47742,B Road,105.86
1085,"6 High Street, Middlesbrough, TS9 5DQ, North East",Middlesbrough,North East,TS9 5DQ,-1.19164,54.4702,B Road,66.19
1087,"130-131 High Street, Northallerton, DL7 8PQ, Yorkshire and the Humber",Northallerton,Yorkshire and the Humber,DL7 8PQ,-1.43357,54.33779,B Road,146.2
1097,"52 High Street, Middlesbrough, TS9 5AX, North East",Middlesbrough,North East,TS9 5AX,-1.19436,54.46965,B Road,88.2
1099,"152 High Street, Northallerton, DL7 8JX, Yorkshire and the Humber",Northallerton,Yorkshire and the Humber,DL7 8JX,-1.43392,54.33691,B Road,48.85
1155,"198-202 High Street, Northallerton, DL7 8LP, Yorkshire and the Humber",Northallerton,Yorkshire and the Humber,DL7 8LP,-1.43412,54.33966,B Road,132
10,"19-20 Great Sutton Street, London, EC1V 0DR, Greater London",London,Greater London,EC1V 0DR,-0.10053,51.52329,Local Street,51.89
16,"10 Pavement, York, YO1 9UP, Yorkshire and the Humber",York,Yorkshire and the Humber,YO1 9UP,-1.07986,53.95854,Local Street,57.88
19,"61 George Street, Oxford, OX1 2BQ, South East",Oxford,South East,OX1 2BQ,-1.26248,51.75337,Local Street,116.37
20,"19-21 Regent Street, Cambridge, CB2 1AB, East Of England",Cambridge,East Of England,CB2 1AB,0.12523,52.20175,Local Street,287.26
27,"Unit 1, 7-15 Church Street, Blackpool, FY1 1HJ, North West",Blackpool,North West,FY1 1HJ,-3.05427,53.81724,Local Street,44.11
29,"6 Haymarket, Leicester, LE1 3GD, East Midlands",Leicester,East Midlands,LE1 3GD,-1.13319,52.63654,Local Street,108.64
36,"143-149 Lewisham High Street, London, SE13 6AA, Greater London",London,Greater London,SE13 6AA,-0.01069,51.46079,Local Street,44.87
37,"143-149 Lewisham High Street, London, SE13 6AA, Greater London",London,Greater London,SE13 6AA,-0.01069,51.46079,Local Street,44.87
42,"1-3 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA,-0.92168,52.47888,Local Street,79.43
43,"20 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA,-0.92187,52.47921,Local Street,79.43
45,"32 St. Marys Road, Market Harborough, LE16 7DU, East Midlands",Market Harborough,East Midlands,LE16 7DU,-0.91805,52.47798,Local Street,57.28
46,"10 Adam & Eve Street, Market Harborough, LE16 7LT, East Midlands",Market Harborough,East Midlands,LE16 7LT,-0.91984,52.47831,Local Street,107.68
55,"22 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA,-0.92198,52.47927,Local Street,79.43
66,"The Parade, 127 High Street, Watford, WD17 1NA, East Of England",Watford,East Of England,WD17 1NA,-0.40062,51.65903,Local Street,101.64
68,"Unit C1, City Tower, Piccadilly Plaza, Manchester, M1 4AH, North West",Manchester,North West,M1 4AH,-2.2378,53.48034,Local Street,194.26
69,"Unit C1, City Tower, Piccadilly Plaza, Manchester, M1 4AH, North West",Manchester,North West,M1 4AH,-2.2378,53.48034,Local Street,194.26
70,"28 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA,-0.92222,52.47942,Local Street,40.78
95,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS,-0.10595,51.5346,Local Street,52.61
96,"Angel Central, 34 Parkfield Street, London, N1 0PS, Greater London",London,Greater London,N1 0PS,-0.10595,51.5346,Local Street,52.61
98,"7 Marshall Street, London, W1F 7EH, Greater London",London,Greater London,W1F 7EH,-0.13759,51.51315,Local Street,44.08
99,"55 Wilton Road, London, SW1V 1DE, Greater London",London,Greater London,SW1V 1DE,-0.14133,51.49348,Local Street,96.55
103,"48a-50 Charing Cross Road, London, WC2H 0BB, Greater London",London,Greater London,WC2H 0BB,-0.1282,51.5119,Local Street,89.21
104,"Unit 13, Glasgow Central Station, Gordon Street, Glasgow, G1 3SQ, Scotland",Glasgow,Scotland,G1 3SQ,-4.25782,55.86057,Local Street,109.65
111,"40 Eastcastle Street, London, W1W 8DT, Greater London",London,Greater London,W1W 8DT,-0.13934,51.51645,Local Street,57.91
113,"156-158 Edgware Road, London, W2 2DS, Greater London",London,Greater London,W2 2DS,-0.1657,51.51706,Local Street,31.71
118,"15 Great Cumberland Place, London, W1H 7AS, Greater London",London,Greater London,W1H 7AS,-0.15957,51.51434,Local Street,42.05
119,"140-141 Park Lane, London, W1K 7AA, Greater London",London,Greater London,W1K 7AA,-0.15799,51.51286,Local Street,32.91
121,"6 Market Place, London, W1W 8AF, Greater London",London,Greater London,W1W 8AF,-0.14004,51.5164,Local Street,47.71
122,"33 Coventry Street, London, W1D 6BS, Greater London",London,Greater London,W1D 6BS,-0.13189,51.51026,Local Street,50.43
123,"4-5 Grosvenor Street, London, W1K 4PX, Greater London",London,Greater London,W1K 4PX,-0.14508,51.51212,Local Street,62.8
125,"31 Broadwick Street, London, W1F 0DG, Greater London",London,Greater London,W1F 0DG,-0.13601,51.51343,Local Street,19.07
127,"27 Sackville Street, London, W1S 3DT, Greater London",London,Greater London,W1S 3DT,-0.13894,51.51001,Local Street,185.25
130,"Vogue House, 1 Hanover Square, London, W1S 1HA, Greater London",London,Greater London,W1S 1HA,-0.14336,51.51359,Local Street,36.2
134,"45 Charing Cross Road, London, WC2H 0AN, Greater London",London,Greater London,WC2H 0AN,-0.12858,51.51197,Local Street,89.21
136,"1-2 Bridge Street, Cambridge, CB2 1UA, East Of England",Cambridge,East Of England,CB2 1UA,0.11932,52.20788,Local Street,99.69
140,"144 Camden High Street, London, NW1 0NE, Greater London",London,Greater London,NW1 0NE,-0.14187,51.53832,Local Street,63.53
141,"167-169 Camden High Street, London, NW1 7JY, Greater London",London,Greater London,NW1 7JY,-0.14216,51.53819,Local Street,63.53
143,"69 High Road, London, N22 6BB, Greater London",London,Greater London,N22 6BB,-0.10586,51.59237,Local Street,35.09
154,"359 King's Road, London, SW3 5ES, Greater London",London,Greater London,SW3 5ES,-0.17678,51.48365,Local Street,14.25
159,"103 Queensway, London, W2 4SJ, Greater London",London,Greater London,W2 4SJ,-0.18774,51.51282,Local Street,38.53
164,"106 The Horsefair, Bristol, BS1 3JX, South West",Bristol,South West,BS1 3JX,-2.58709,51.45857,Local Street,175.05
168,"9-11 Frederick Street, Edinburgh, EH2 2EY, Scotland",Edinburgh,Scotland,EH2 2EY,-3.19983,55.95216,Local Street,53.95
181,"Unit 4, The Griffin Centre, Market Place, Kingston Upon Thames, KT1 1JT, Greater London",Kingston Upon Thames,Greater London,KT1 1JT,-0.30644,51.40925,Local Street,20.18
182,"11-13 Thames Street, Kingston Upon Thames, KT1 1PH, Greater London",Kingston Upon Thames,Greater London,KT1 1PH,-0.30691,51.41031,Local Street,79.51
186,"19-23 Fife Road, Kingston Upon Thames, KT1 1SB, Greater London",Kingston Upon Thames,Greater London,KT1 1SB,-0.30312,51.41174,Local Street,117.66
191,"Unit 38-40, Ridings Shopping Centre, All Saints Walk, Wakefield, WF1 1DS, Yorkshire and the Humber",Wakefield,Yorkshire and the Humber,WF1 1DS,-1.49386,53.68197,Local Street,49.05
198,"Unit 65b, Ridings Shopping Centre, Bishopgate Walk, Wakefield, WF1 1DS, Yorkshire and the Humber",Wakefield,Yorkshire and the Humber,WF1 1DS,-1.49677,53.68156,Local Street,96.16
210,"48 Charing Cross Road, London, WC2H 0BS, Greater London",London,Greater London,WC2H 0BS,-0.12829,51.51181,Local Street,89.21
211,"14 New Row, London, WC2N 4LF, Greater London",London,Greater London,WC2N 4LF,-0.12556,51.51111,Local Street,52.23
213,"64 Brewer Street, London, W1F 9TP, Greater London",London,Greater London,W1F 9TP,-0.13633,51.51118,Local Street,62.28
214,"11 Macclesfield Street, London, W1D 5BW, Greater London",London,Greater London,W1D 5BW,-0.13131,51.51214,Local Street,79.81
216,"16 Newburgh Street, London, W1F 7RY, Greater London",London,Greater London,W1F 7RY,-0.13864,51.5134,Local Street,71.13
217,"10 Stafford Street, London, W1S 4RX, Greater London",London,Greater London,W1S 4RX,-0.14127,51.50868,Local Street,53.61
218,"33 Whitefriargate, Hull, HU1 2EX, Yorkshire and the Humber",Hull,Yorkshire and the Humber,HU1 2EX,-0.33761,53.74326,Local Street,18.51
226,"44-48 New Canal, Salisbury, SP1 2AQ, South West",Salisbury,South West,SP1 2AQ,-1.79583,51.0684,Local Street,75.15
227,"29 Market Place, Devizes, SN10 1JG, South West",Devizes,South West,SN10 1JG,-1.99617,51.35278,Local Street,38.31
229,"16 New George Street, Plymouth, PL1 1RL, South West",Plymouth,South West,PL1 1RL,-4.14033,50.37149,Local Street,111.28
233,"45-47 Market Place, Romford, RM1 3AB, Greater London",Romford,Greater London,RM1 3AB,0.18305,51.57993,Local Street,123.05
240,"8a St. Pauls Street, Leeds, LS1 2LE, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 2LE,-1.55003,53.79789,Local Street,58.73
243,"20 Princes Dock Street, Hull, HU1 2LP, Yorkshire and the Humber",Hull,Yorkshire and the Humber,HU1 2LP,-0.3378,53.74228,Local Street,158.32
255,"106 Above Bar Street, Southampton, SO14 7DT, South East",Southampton,South East,SO14 7DT,-1.40429,50.90587,Local Street,225.88
261,"19 West Nile Street, Glasgow, G1 2PS, Scotland",Glasgow,Scotland,G1 2PS,-4.25542,55.86093,Local Street,48.5
262,"85 West George Street, Glasgow, G2 1QG, Scotland",Glasgow,Scotland,G2 1QG,-4.25489,55.86207,Local Street,32.75
268,"5 Church Street, Market Harborough, LE16 7AA, East Midlands",Market Harborough,East Midlands,LE16 7AA,-0.92175,52.47899,Local Street,79.43
270,"16 Seymour Place, London, W1H 7NQ, Greater London",London,Greater London,W1H 7NQ,-0.16104,51.51498,Local Street,36.4
276,"31-31a Bridge Street, Chester, CH1 1NG, North West",Chester,North West,CH1 1NG,-2.89126,53.18956,Local Street,129.43
278,"39 Eastgate Street, Chester, CH1 1LG, North West",Chester,North West,CH1 1LG,-2.88936,53.19084,Local Street,97.62
289,"24 Market Street, Bradford, BD1 1LE, Yorkshire and the Humber",Bradford,Yorkshire and the Humber,BD1 1LE,-1.75243,53.79395,Local Street,89.02
291,"The Emporium, 8-10 Oldham Street, Manchester, M1 1JQ, North West",Manchester,North West,M1 1JQ,-2.23621,53.48202,Local Street,95.94
292,"Smithfield Buildings, 51 Oldham Street, Manchester, M1 1JR, North West",Manchester,North West,M1 1JR,-2.2356,53.48274,Local Street,85.29
293,"56-58 Darley Street, Bradford, BD1 3HN, Yorkshire and the Humber",Bradford,Yorkshire and the Humber,BD1 3HN,-1.75543,53.79645,Local Street,53.26
297,"Unit 4, Greyfriars Road, Cardiff, CF10 3AD, Wales",Cardiff,Wales,CF10 3AD,-3.17556,51.48322,Local Street,62.36
299,"34 St. Mary Street, Cardiff, CF10 1AB, Wales",Cardiff,Wales,CF10 1AB,-3.17789,51.47843,Local Street,167.17
303,"36 St. Mary Street, Cardiff, CF10 1AD, Wales",Cardiff,Wales,CF10 1AD,-3.17782,51.47831,Local Street,167.17
305,"Unit ldu 1, The Basilica, 91-95 The Headrow, Leeds, LS1 6AG, Yorkshire and the Humber",Leeds,Yorkshire and the Humber,LS1 6AG,-1.54492,53.79928,Local Street,45.22
315,"3 Bridlington Road, Watford, WD19 7AF, East Of England",Watford,East Of England,WD19 7AF,-0.38881,51.62778,Local Street,30.36
318,"8 High Street, Reading, RG1 2EA, South East",Reading,South East,RG1 2EA,-0.96914,51.45522,Local Street,48.76
320,"52 Goodge Street, London, W1T 4LZ, Greater London",London,Greater London,W1T 4LZ,-0.13487,51.51873,Local Street,59.64
324,"Unit 2, 123a King's Road, London, SW3 4PL, Greater London",London,Greater London,SW3 4PL,-0.16605,51.48831,Local Street,237.62
325,"1 St. James Road, Kingston Upon Thames, KT1 2AH, Greater London",Kingston Upon Thames,Greater London,KT1 2AH,-0.3049,51.40864,Local Street,74.59
332,"13-14 Multrees Walk, Edinburgh, EH1 3DQ, Scotland",Edinburgh,Scotland,EH1 3DQ,-3.19049,55.95551,Local Street,100.41
342,"Unit 5, 192-196 Ingram Street, Glasgow, G1 1DG, Scotland",Glasgow,Scotland,G1 1DG,-4.24964,55.86009,Local Street,77.27
345,"8 Wide Bargate, Boston, PE21 6RF, East Midlands",Boston,East Midlands,PE21 6RF,-0.022,52.9798,Local Street,74.64
347,"Unit 1, 16-22 Goose Gate, Nottingham, NG1 1FF, East Midlands",Nottingham,East Midlands,NG1 1FF,-1.14288,52.95363,Local Street,52.63
351,"2 Retiro Street, Oldham, OL1 1SA, North West",Oldham,North West,OL1 1SA,-2.10923,53.54177,Local Street,37.52
354,"2-4 The Bridge, Taunton, TA1 1UG, South West",Taunton,South West,TA1 1UG,-3.10356,51.01714,Local Street,17.26
358,"55-57 Connaught Street, London, W2 2BB, Greater London",London,Greater London,W2 2BB,-0.16648,51.51431,Local Street,19.41
362,"26-28 Chapel Street, Aberdeen, AB10 1SP, Scotland",Aberdeen,Scotland,AB10 1SP,-2.1098,57.14419,Local Street,141.15
363,"5 Back Wynd, Aberdeen, AB10 1JN, Scotland",Aberdeen,Scotland,AB10 1JN,-2.10002,57.1467,Local Street,57.02
370,"5 Station Road, Solihull, B91 3TG, West Midlands",Solihull,West Midlands,B91 3TG,-1.7799,52.4139,Local Street,82.55
380,"Unit 1, Lincoln House, Turl Street, Oxford, OX1 3DQ, South East",Oxford,South East,OX1 3DQ,-1.25621,51.75312,Local Street,124.63
399,"1 East Street, Southampton, SO14 3HE, South East",Southampton,South East,SO14 3HE,-1.40387,50.90182,Local Street,109.15
400,"72 Northgate Street, Gloucester, GL1 1SL, South West",Gloucester,South West,GL1 1SL,-2.24355,51.86661,Local Street,64.97
406,"6-7 Maryport Street, Devizes, SN10 1AH, South West",Devizes,South West,SN10 1AH,-1.99265,51.35231,Local Street,143.25
409,"Unit 2, 51 Ship Street, Brighton, BN1 1AF, South East",Brighton,South East,BN1 1AF,-0.14159,50.82254,Local Street,77.49
421,"Biggin Gate, 10 Biggin Street, Dover, CT16 1BD, South East",Dover,South East,CT16 1BD,1.30986,51.12737,Local Street,21
431,"Unit 12a, The Broadway, High Road, London, N22 6DS, Greater London",London,Greater London,N22 6DS,-0.10938,51.59631,Local Street,99.91
432,"288 Chiswick High Road, London, W4 1PA, Greater London",London,Greater London,W4 1PA,-0.26007,51.49256,Local Street,33.54
436,"Unit 1, Queen Annes Court, Peascod Street, Windsor, SL4 1DG, South East",Windsor,South East,SL4 1DG,-0.61181,51.48077,Local Street,67.58
437,"65 East Street, Brighton, BN1 1HQ, South East",Brighton,South East,BN1 1HQ,-0.13917,50.82054,Local Street,96.17
438,"12 Watergate Street, Chester, CH1 2LA, North West",Chester,North West,CH1 2LA,-2.8922,53.19032,Local Street,241.09
440,"84 Regent Street, Leamington Spa, CV32 4NS, West Midlands",Leamington Spa,West Midlands,CV32 4NS,-1.53431,52.29036,Local Street,102.7
449,"88 Regent Street, Leamington Spa, CV32 4NS, West Midlands",Leamington Spa,West Midlands,CV32 4NS,-1.53425,52.29037,Local Street,102.7
453,"4-6 St. Peters Gate, Nottingham, NG1 2JG, East Midlands",Nottingham,East Midlands,NG1 2JG,-1.14758,52.95251,Local Street,52.93
461,"37 Bridge Street Row East, Chester, CH1 1NW, North West",Chester,North West,CH1 1NW,-2.89126,53.18926,Local Street,129.43
462,"27-29 High Street, Bromley, BR1 1LG, Greater London",Bromley,Greater London,BR1 1LG,0.01699,51.40088,Local Street,78.06
463,"34-35 Bridge Street, Cambridge, CB2 1UW, East Of England",Cambridge,East Of England,CB2 1UW,0.11667,52.2096,Local Street,100.65
465,"19 Bridge Street Row East, Chester, CH1 1NW, North West",Chester,North West,CH1 1NW,-2.89124,53.18975,Local Street,129.43
468,"30 Old London Road, Kingston Upon Thames, KT2 6QF, Greater London",Kingston Upon Thames,Greater London,KT2 6QF,-0.29954,51.41073,Local Street,159.03
472,"Unit 5, Ridings Shopping Centre, All Saints Walk, Wakefield, WF1 1DS, Yorkshire and the Humber",Wakefield,Yorkshire and the Humber,WF1 1DS,-1.49463,53.68201,Local Street,175.01
473,"Unit 74, Ridings Shopping Centre, Bishopgate Walk, Wakefield, WF1 1YB, Yorkshire and the Humber",Wakefield,Yorkshire and the Humber,WF1 1YB,-1.49584,53.68174,Local Street,175.01
475,"Unit 55, Ridings Shopping Centre, Bishopgate Walk, Wakefield, WF1 1DS, Yorkshire and the Humber",Wakefield,Yorkshire and the Humber,WF1 1DS,-1.4977,53.68214,Local Street,83.44
479,"24-28 Prince of Wales Road, Norwich, NR1 1LG, East Of England",Norwich,East Of England,NR1 1LG,1.30252,52.62927,Local Street,106.7
480,"19 St. Giles Street, Norwich, NR2 1JL, East Of England",Norwich,East Of England,NR2 1JL,1.29114,52.62919,Local Street,84.01
489,"59 Bold Street, Liverpool, L1 4EZ, North West",Liverpool,North West,L1 4EZ,-2.97797,53.40301,Local Street,134.82
492,"3-5 High Street, Croydon, CR0 1QB, Greater London",Croydon,Greater London,CR0 1QB,-0.10013,51.37344,Local Street,47.76
494,"50-54 High Street, Croydon, CR0 1YB, Greater London",Croydon,Greater London,CR0 1YB,-0.10057,51.37198,Local Street,12.08
498,"55 Chapel Market, London, N1 9EW, Greater London",London,Greater London,N1 9EW,-0.10759,51.53349,Local Street,100.97
499,"213-219 Camden High Street, London, NW1 7BT, Greater London",London,Greater London,NW1 7BT,-0.14334,51.53958,Local Street,107.04
502,"65 High Street, Bromley, BR1 1JY, Greater London",Bromley,Greater London,BR1 1JY,0.01612,51.4019,Local Street,70.42
516,"5 Frederick Street, Edinburgh, EH2 2EY, Scotland",Edinburgh,Scotland,EH2 2EY,-3.19958,55.95182,Local Street,29.89
519,"135 George Street, Aberdeen, AB25 1HU, Scotland",Aberdeen,Scotland,AB25 1HU,-2.1015,57.15007,Local Street,116.01
